"Year","Survey","Title","DataFile","StataDataFile","Programs","Dictionary","ZipDownloadURL","DataFileGroup","SurveyEndYear","SurveyStartYear","TotalSurveyCount","SurveyCountByYear","DataFileGroupEndYear","DataFileGroupStartYear","ReferenceTableDownloadUrl"
2017,"Completions","Response status for all surveys components
(revised August 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,1980,119,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical instructional staff, by gender, and academic rank: Academic year 2017-18
(revised October 2019)","SAL2017_IS","SAL2017_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2017_IS.zip","SAL_IS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical noninstructional staff, by occupation: Academic year 2017-18
(revised October 2019)","SAL2017_NIS","SAL2017_NIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2017_NIS.zip","SAL_NIS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Instructional Staff/Salaries","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,1980,109,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Fall Staff","Full- and part-time staff by occupational category, race/ethnicity, and gender: Fall 2017
(revised October 2019)","S2017_OC","S2017_OC_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2017_OC.zip","S_OC",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Fall Staff","Full-time instructional staff, by faculty and tenure status, and academic rank (Degree-granting institutions): Fall 2017
(revised October 2019)","S2017_SIS","S2017_SIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2017_SIS.zip","S_SIS",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Fall Staff","Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2017
(revised October 2019)","S2017_IS","S2017_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2017_IS.zip","S_IS",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Fall Staff","New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions): Fall 2017
(revised October 2019)","S2017_NH","S2017_NH_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2017_NH.zip","S_NH",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Fall Staff","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,1987,120,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Employees by Assigned Position","Number of staff by occupational category, faculty and tenure status: Fall 2017
(revised October 2019)","EAP2017","EAP2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EAP2017.zip","EAP",2020,2001,37,2,2020,2001,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Employees by Assigned Position","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,2001,37,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Finance","Public institutions - GASB 34/35: Fiscal year 2017
(revised October 2019)","F1617_F1A","F1617_F1A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1617_F1A.zip","F_F1A",2020,1980,206,4,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Finance","Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2017
(revised October 2019)","F1617_F2","F1617_F2_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1617_F2.zip","F_F2",2020,1980,206,4,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Finance","Private for-profit institutions: Fiscal year 2017
(revised October 2019)","F1617_F3","F1617_F3_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1617_F3.zip","F_F3",2020,1980,206,4,2020,1998,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Finance","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,1980,206,4,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Student Financial Aid and Net Price","Student financial aid and net price: 2016-17
(revised October 2019)","SFA1617","SFA1617_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SFA1617.zip","SFA",2020,1999,47,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Student Financial Aid and Net Price","Military Servicemembers and Veteran's Benefits: 2016-17
(revised October 2019)","SFAV1617","SFAV1617_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SFAV1617.zip","SFAV",2020,1999,47,3,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Student Financial Aid and Net Price","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,1999,47,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Graduation Rates","Graduation rate data, 150% of normal time to complete - cohort year 2011 (4-year) and cohort year 2014 (2-year) institutions
(revised October 2019)","GR2017","GR2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2017.zip","GR",2020,1997,101,5,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Graduation Rates","Graduation rate data, 150% of normal time to complete - cohort year 2014 (less-than-2-year institutions)
(revised October 2019)","GR2017_L2","GR2017_L2_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2017_L2.zip","GR_L2",2020,1997,101,5,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Graduation Rates","Graduation rate data for Pell Grant and Subsidized Stafford Loan recipients, 150% of normal time to complete - cohort year 2011 (4-year) and cohort year 2014 (less-than-4-year) institutions
(revised October 2019)","GR2017_PELL_SSL","GR2017_PELL_SSL_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2017_PELL_SSL.zip","GR_PELL_SSL",2020,1997,101,5,2020,2016,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Graduation Rates","Graduation rate data, 200% of normal time to complete - cohort year 2009 (4-year) and cohort year 2013 (less-than-4-year) institutions
(revised October 2019)","GR200_17","GR200_17_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR200_17.zip","GR200",2020,1997,101,5,2020,2008,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Graduation Rates","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,1997,101,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Outcome Measures","Award and enrollment data at four, six and eight years of entering degree/certificate-seeking undergraduate cohorts from 2009-10 at degree-granting institutions, by Pell status
(revised October 2019)","OM2017","OM2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/OM2017.zip","OM",2020,2015,12,2,2020,2015,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Outcome Measures","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,2015,12,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Academic Libraries","Academic Libraries: Fiscal year 2017
(revised October 2019)","AL2017","AL2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/AL2017.zip","AL",2020,2014,14,2,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2017,"Academic Libraries","Response status for all survey components
(revised October 2019)","FLAGS2017","FLAGS2017_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2017.zip","FLAGS",2020,2014,14,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201717Tablesdoc.xlsx"
2016,"Institutional Characteristics","Directory information","HD2016","HD2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/HD2016.zip","HD",2020,1980,154,5,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Institutional Characteristics","Educational offerings, organization, services and athletic associations
(revised August 2018)","IC2016","IC2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/IC2016.zip","IC",2020,1980,154,5,2020,1980,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Institutional Characteristics","Student charges for academic year programs","IC2016_AY","IC2016_AY_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/IC2016_AY.zip","IC_AY",2020,1980,154,5,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Institutional Characteristics","Student charges by program (vocational programs)","IC2016_PY","IC2016_PY_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/IC2016_PY.zip","IC_PY",2020,1980,154,5,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Institutional Characteristics","Response status for all surveys components","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1980,154,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"12-Month Enrollment","12-month unduplicated headcount: 2015-16
(revised August 2018)","EFFY2016","EFFY2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EFFY2016.zip","EFFY",2020,1997,53,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"12-Month Enrollment","12-month instructional activity: 2015-16
(revised August 2018)","EFIA2016","EFIA2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EFIA2016.zip","EFIA",2020,1997,53,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"12-Month Enrollment","Response status for all survey components
(revised August 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1997,53,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Admissions and Test Scores","Admission considerations, applications, admissions, enrollees and test scores, fall 2016
(revised December 2018)","ADM2016","ADM2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/ADM2016.zip","ADM",2020,2001,27,2,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Admissions and Test Scores","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,2001,27,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Race/ethnicity, gender, attendance status, and level of student: Fall 2016
(revised December 2018)","EF2016A","EF2016A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2016A.zip","EFA",2020,1980,186,7,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Major field of study, race/ethnicity, gender, attendance status, and level of student: Fall 2016
(revised December 2018)","EF2016CP","EF2016CP_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2016CP.zip","EFCP",2020,1980,186,7,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Age category, gender, attendance status, and level of student: Fall 2016
(revised December 2018)","EF2016B","EF2016B_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2016B.zip","EFB",2020,1980,186,7,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Residence and migration of first-time freshman: Fall 2016
(revised December 2018)","EF2016C","EF2016C_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2016C.zip","EFC",2020,1980,186,7,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Total entering class, retention rates, and student-to-faculty ratio: Fall 2016
(revised December 2018)","EF2016D","EF2016D_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2016D.zip","EFD",2020,1980,186,7,2020,2000,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Distance education status and level of student: Fall 2016
(revised December 2018)","EF2016A_DIST","EF2016A_DIST_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EF2016A_DIST.zip","EFA_DIST",2020,1980,186,7,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Enrollment","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1980,186,7,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Completions","Awards/degrees conferred by program (6-digit CIP code), award level, race/ethnicity, and gender: July 1, 2015 to June 30, 2016
(revised August 2018)","C2016_A","C2016_A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2016_A.zip","C_A",2020,1980,119,5,2020,1995,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Completions","Number of students receiving awards/degrees, by race/ethnicity and gender: July 1, 2015 to June 30, 2016
(revised August 2018)","C2016_B","C2016_B_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2016_B.zip","C_B",2020,1980,119,5,2020,1995,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Completions","Number of students receiving awards/degrees, by award level and by gender, race/ethnicity and age categories: July 1, 2015 to June 30, 2016
(revised August 2018)","C2016_C","C2016_C_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2016_C.zip","C_C",2020,1980,119,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Completions","Number of programs offered and number of programs offered via distance education, by award level: July 1, 2015 to June 30, 2016
(revised August 2018)","C2016DEP","C2016DEP_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/C2016DEP.zip","CDEP",2020,1980,119,5,2020,2013,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Completions","Response status for all survey components
(revised August 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1980,119,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical instructional staff, by gender, and academic rank: Academic year 2016-17
(revised December 2018)","SAL2016_IS","SAL2016_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2016_IS.zip","SAL_IS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Instructional Staff/Salaries","Number and salary outlays for full-time nonmedical noninstructional staff, by occupation: Academic year 2016-17
(revised December 2018)","SAL2016_NIS","SAL2016_NIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SAL2016_NIS.zip","SAL_NIS",2020,1980,109,3,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Instructional Staff/Salaries","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1980,109,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Staff","Full- and part-time staff by occupational category, race/ethnicity, and gender: Fall 2016
(revised December 2018)","S2016_OC","S2016_OC_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2016_OC.zip","S_OC",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Staff","Full-time instructional staff, by faculty and tenure status, and academic rank (Degree-granting institutions): Fall 2016
(revised December 2018)","S2016_SIS","S2016_SIS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2016_SIS.zip","S_SIS",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Staff","Full-time instructional staff, by faculty and tenure status, academic rank, race/ethnicity, and gender (Degree-granting institutions): Fall 2016
(revised December 2018)","S2016_IS","S2016_IS_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2016_IS.zip","S_IS",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Staff","New hires by occupational category, race/ethnicity, and gender (Degree-granting institutions): Fall 2016
(revised December 2018)","S2016_NH","S2016_NH_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/S2016_NH.zip","S_NH",2020,1987,120,5,2020,2012,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Fall Staff","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1987,120,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Employees by Assigned Position","Number of staff by occupational category, faculty and tenure status: Fall 2016
(revised December 2018)","EAP2016","EAP2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/EAP2016.zip","EAP",2020,2001,37,2,2020,2001,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Employees by Assigned Position","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,2001,37,2,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Finance","Public institutions - GASB 34/35: Fiscal year 2016
(revised December 2018)","F1516_F1A","F1516_F1A_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1516_F1A.zip","F_F1A",2020,1980,206,4,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Finance","Private not-for-profit institutions or Public institutions using FASB: Fiscal year 2016
(revised December 2018)","F1516_F2","F1516_F2_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1516_F2.zip","F_F2",2020,1980,206,4,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Finance","Private for-profit institutions: Fiscal year 2016
(revised December 2018)","F1516_F3","F1516_F3_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/F1516_F3.zip","F_F3",2020,1980,206,4,2020,1998,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Finance","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1980,206,4,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Student Financial Aid and Net Price","Student financial aid and net price: 2015-16
(revised December 2018)","SFA1516","SFA1516_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SFA1516.zip","SFA",2020,1999,47,3,2020,2002,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Student Financial Aid and Net Price","Military Servicemembers and Veteran's Benefits: 2015-16
(revised December 2018)","SFAV1516","SFAV1516_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/SFAV1516.zip","SFAV",2020,1999,47,3,2020,2014,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Student Financial Aid and Net Price","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1999,47,3,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Graduation Rates","Graduation rate data, 150% of normal time to complete - cohort year 2010 (4-year) and cohort year 2013 (2-year) institutions
(revised December 2018)","GR2016","GR2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2016.zip","GR",2020,1997,101,5,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Graduation Rates","Graduation rate data, 150% of normal time to complete - cohort year 2013 (less-than-2-year institutions)
(revised December 2018)","GR2016_L2","GR2016_L2_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2016_L2.zip","GR_L2",2020,1997,101,5,2020,1997,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Graduation Rates","Graduation rate data for Pell Grant and Subsidized Stafford Loan recipients, 150% of normal time to complete - cohort year 2010 (4-year) and cohort year 2013 (less-than-4-year) institutions
(revised December 2018)","GR2016_PELL_SSL","GR2016_PELL_SSL_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR2016_PELL_SSL.zip","GR_PELL_SSL",2020,1997,101,5,2020,2016,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Graduation Rates","Graduation rate data, 200% of normal time to complete - cohort year 2008 (4-year) and cohort year 2012 (less-than-4-year) institutions
(revised December 2018)","GR200_16","GR200_16_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/GR200_16.zip","GR200",2020,1997,101,5,2020,2008,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Graduation Rates","Response status for all survey components
(revised December 2018)","FLAGS2016","FLAGS2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/FLAGS2016.zip","FLAGS",2020,1997,101,5,2020,2004,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
2016,"Outcome Measures","Award and enrollment data at six and eight years for four entering undergraduate cohorts from 2008 - degree granting institutions
(revised December 2018)","OM2016","OM2016_STATA","SPSS,SAS,STATA","Dictionary","https://nces.ed.gov/ipeds/datacenter/data/OM2016.zip","OM",2020,2015,12,2,2020,2015,"https://nces.ed.gov/ipeds/tablefiles/tableDocs/IPEDS201616Tablesdoc.xlsx"
